"Date(UTC)","UnixTimeStamp","Value (Wei)"
"6/7/2022","1654560000","192081338920"
"6/8/2022","1654646400","208077906749"
"6/9/2022","1654732800","167061308372"
"6/10/2022","1654819200","432519352730"
"6/11/2022","1654905600","449795527642"
"6/12/2022","1654992000","3761711325660"
"6/13/2022","1655078400","5226870743370"
"6/14/2022","1655164800","2341857950637"
"6/15/2022","1655251200","1885913087453"
"6/16/2022","1655337600","864681406962"
"6/17/2022","1655424000","660387521132"
"6/18/2022","1655510400","3515967361478"
"6/19/2022","1655596800","526351931415"
"6/20/2022","1655683200","427761768000"
"6/21/2022","1655769600","426632270518"
"6/22/2022","1655856000","242418889354"
"6/23/2022","1655942400","235005678817"
"6/24/2022","1656028800","210532771288"
"6/25/2022","1656115200","192245413768"
"6/26/2022","1656201600","184046008365"
"6/27/2022","1656288000","201366267338"
"6/28/2022","1656374400","113147372457"
"6/29/2022","1656460800","205487422676"
"6/30/2022","1656547200","283946694782"
"7/1/2022","1656633600","447609018587"
"7/2/2022","1656720000","80002026704"
"7/3/2022","1656806400","631972639979"
"7/4/2022","1656892800","252905255280"
"7/5/2022","1656979200","167708450826"
"7/6/2022","1657065600","60484751774"
"7/7/2022","1657152000","200766939554"
"7/8/2022","1657238400","90014417942"
"7/9/2022","1657324800","53093848849"
"7/10/2022","1657411200","57319413165"
"7/11/2022","1657497600","179897659616"
"7/12/2022","1657584000","84709329709"
"7/13/2022","1657670400","276199196324"
"7/14/2022","1657756800","161558508140"
"7/15/2022","1657843200","131884773347"
"7/16/2022","1657929600","263500643073"
"7/17/2022","1658016000","125604835648"
"7/18/2022","1658102400","154216654284"
"7/19/2022","1658188800","350133051219"
"7/20/2022","1658275200","278510265531"
"7/21/2022","1658361600","239834295839"
"7/22/2022","1658448000","88351653305"
"7/23/2022","1658534400","96823913380"
"7/24/2022","1658620800","113842752272"
"7/25/2022","1658707200","115326532360"
"7/26/2022","1658793600","117709874669"
"7/27/2022","1658880000","180848386657"
"7/28/2022","1658966400","162429718430"
"7/29/2022","1659052800","126779416777"
"7/30/2022","1659139200","104461400479"
"7/31/2022","1659225600","95142865246"
"8/1/2022","1659312000","82164357630"
"8/2/2022","1659398400","78023429039"
"8/3/2022","1659484800","56107047166"
"8/4/2022","1659571200","105721416019"
"8/5/2022","1659657600","111431995098"
"8/6/2022","1659744000","57629859717"
"8/7/2022","1659830400","73244118206"
"8/8/2022","1659916800","111921809627"
"8/9/2022","1660003200","75131917392"
"8/10/2022","1660089600","144257608819"
"8/11/2022","1660176000","59664768317"
"8/12/2022","1660262400","37823563214"
"8/13/2022","1660348800","39255237202"
"8/14/2022","1660435200","44156079887"
"8/15/2022","1660521600","66995298997"
"8/16/2022","1660608000","59645001030"
"8/17/2022","1660694400","72166698439"
"8/18/2022","1660780800","123110844776"
"8/19/2022","1660867200","249387156857"
"8/20/2022","1660953600","58763862039"
"8/21/2022","1661040000","37389895715"
"8/22/2022","1661126400","55099540935"
"8/23/2022","1661212800","46959181669"
"8/24/2022","1661299200","85359346314"
"8/25/2022","1661385600","61027209696"
"8/26/2022","1661472000","184499245619"
"8/27/2022","1661558400","416543712089"
"8/28/2022","1661644800","432830881216"
"8/29/2022","1661731200","156510199645"
"8/30/2022","1661817600","90157812896"
"8/31/2022","1661904000","86643914338"
"9/1/2022","1661990400","60744753933"
"9/2/2022","1662076800","54282213090"
"9/3/2022","1662163200","57087655693"
"9/4/2022","1662249600","40230860650"
"9/5/2022","1662336000","61589569804"
"9/6/2022","1662422400","148596304318"
"9/7/2022","1662508800","147319919035"
"9/8/2022","1662595200","66098315480"
"9/9/2022","1662681600","190775709982"
"9/10/2022","1662768000","66460338738"
"9/11/2022","1662854400","55369843579"
"9/12/2022","1662940800","114818342137"
"9/13/2022","1663027200","280701174204"
"9/14/2022","1663113600","81671131083"
"9/15/2022","1663200000","109846773890"
"9/16/2022","1663286400","131918585047"
"9/17/2022","1663372800","31491216580"
"9/18/2022","1663459200","727761768831"
"9/19/2022","1663545600","628550937643"
"9/20/2022","1663632000","62434512279"
"9/21/2022","1663718400","691844085613"
"9/22/2022","1663804800","41076393493"
"9/23/2022","1663891200","34471617799"
"9/24/2022","1663977600","29007750737"
"9/25/2022","1664064000","37690512613"
"9/26/2022","1664150400","82298065292"
"9/27/2022","1664236800","40391350066"
"9/28/2022","1664323200","49850125340"
"9/29/2022","1664409600","31072539391"
"9/30/2022","1664496000","30651314730"
"10/1/2022","1664582400","49120140562"
"10/2/2022","1664668800","46370205020"
"10/3/2022","1664755200","64997236201"
"10/4/2022","1664841600","23227171886"
"10/5/2022","1664928000","20978520127"
"10/6/2022","1665014400","35440267237"
"10/7/2022","1665100800","32936433138"
"10/8/2022","1665187200","27876171372"
"10/9/2022","1665273600","41573340560"
"10/10/2022","1665360000","107826553294"
"10/11/2022","1665446400","127706365540"
"10/12/2022","1665532800","102704354612"
"10/13/2022","1665619200","355216990863"
"10/14/2022","1665705600","57462587210"
"10/15/2022","1665792000","25321276993"
"10/16/2022","1665878400","28831953151"
"10/17/2022","1665964800","50301055362"
"10/18/2022","1666051200","87187182714"
"10/19/2022","1666137600","48813110997"
"10/20/2022","1666224000","25683169932"
"10/21/2022","1666310400","58428134049"
"10/22/2022","1666396800","50699993969"
"10/23/2022","1666483200","46510911036"
"10/24/2022","1666569600","79848977761"
"10/25/2022","1666656000","177163464468"
"10/26/2022","1666742400","41292334131"
"10/27/2022","1666828800","48052673414"
"10/28/2022","1666915200","239837098866"
"10/29/2022","1667001600","89606341628"
"10/30/2022","1667088000","187127123702"
"10/31/2022","1667174400","281909416609"
"11/1/2022","1667260800","52227888575"
"11/2/2022","1667347200","292077648015"
"11/3/2022","1667433600","2032087359950"
"11/4/2022","1667520000","495706299516"
"11/5/2022","1667606400","325531484444"
"11/6/2022","1667692800","186961413767"
"11/7/2022","1667779200","453591515378"
"11/8/2022","1667865600","1870591401634"
"11/9/2022","1667952000","5553494556254"
"11/10/2022","1668038400","1756701601657"
"11/11/2022","1668124800","1000242093981"
"11/12/2022","1668211200","499245074873"
"11/13/2022","1668297600","220280679492"
"11/14/2022","1668384000","421451134844"
"11/15/2022","1668470400","399784161314"
"11/16/2022","1668556800","532682463384"
"11/17/2022","1668643200","202508399696"
"11/18/2022","1668729600","166390224730"
"11/19/2022","1668816000","125210251143"
"11/20/2022","1668902400","249449041289"
"11/21/2022","1668988800","362542792664"
"11/22/2022","1669075200","226206070892"
"11/23/2022","1669161600","192068670826"
"11/24/2022","1669248000","179517661563"
"11/25/2022","1669334400","140925207604"
"11/26/2022","1669420800","168998102450"
"11/27/2022","1669507200","131910795587"
"11/28/2022","1669593600","178494065000"
"11/29/2022","1669680000","355040393562"
"11/30/2022","1669766400","361237304504"
"12/1/2022","1669852800","332984471446"
"12/2/2022","1669939200","111687516875"
"12/3/2022","1670025600","144750530830"
"12/4/2022","1670112000","77165564263"
"12/5/2022","1670198400","209835787317"
"12/6/2022","1670284800","128421315871"
"12/7/2022","1670371200","143188756256"
"12/8/2022","1670457600","123364270132"
"12/9/2022","1670544000","63047415390"
"12/10/2022","1670630400","53316355547"
"12/11/2022","1670716800","51621283389"
"12/12/2022","1670803200","55747524386"
"12/13/2022","1670889600","222475144070"
"12/14/2022","1670976000","124628020584"
"12/15/2022","1671062400","102206378830"
"12/16/2022","1671148800","887214756003"
"12/17/2022","1671235200","202464976671"
"12/18/2022","1671321600","52228387212"
"12/19/2022","1671408000","121242011400"
"12/20/2022","1671494400","114560850790"
"12/21/2022","1671580800","74963046301"
"12/22/2022","1671667200","129461153591"
"12/23/2022","1671753600","100377468501"
"12/24/2022","1671840000","68498692509"
"12/25/2022","1671926400","52986623293"
"12/26/2022","1672012800","93427982835"
"12/27/2022","1672099200","99922765919"
"12/28/2022","1672185600","172937019011"
"12/29/2022","1672272000","112358922349"
"12/30/2022","1672358400","126438281755"
"12/31/2022","1672444800","117496848936"
"1/1/2023","1672531200","56572601003"
"1/2/2023","1672617600","59600342235"
"1/3/2023","1672704000","77877803186"
"1/4/2023","1672790400","67895381918"
"1/5/2023","1672876800","70430710094"
"1/6/2023","1672963200","62380446328"
"1/7/2023","1673049600","60279348470"
"1/8/2023","1673136000","63618981496"
"1/9/2023","1673222400","131038195648"
"1/10/2023","1673308800","84921103992"
"1/11/2023","1673395200","106162853321"
"1/12/2023","1673481600","272716152810"
"1/13/2023","1673568000","422453037607"
"1/14/2023","1673654400","873945008328"
"1/15/2023","1673740800","124678244770"
"1/16/2023","1673827200","236964718284"
"1/17/2023","1673913600","122162371206"
"1/18/2023","1674000000","294657464096"
"1/19/2023","1674086400","117424905849"
"1/20/2023","1674172800","127674736670"
"1/21/2023","1674259200","172854392983"
"1/22/2023","1674345600","328650121736"
"1/23/2023","1674432000","362730275012"
"1/24/2023","1674518400","281992192005"
"1/25/2023","1674604800","198112752966"
"1/26/2023","1674691200","1183745121465"
"1/27/2023","1674777600","168618565502"
"1/28/2023","1674864000","100933674573"
"1/29/2023","1674950400","120199316837"
"1/30/2023","1675036800","181733112120"
"1/31/2023","1675123200","508463361409"
"2/1/2023","1675209600","383795925718"
"2/2/2023","1675296000","460507182105"
"2/3/2023","1675382400","970277144175"
"2/4/2023","1675468800","217740712449"
"2/5/2023","1675555200","356162060983"
"2/6/2023","1675641600","243154062055"
"2/7/2023","1675728000","157372660121"
"2/8/2023","1675814400","177865109030"
"2/9/2023","1675900800","608141993930"
"2/10/2023","1675987200","209497813014"
"2/11/2023","1676073600","241205992147"
"2/12/2023","1676160000","195559717114"
"2/13/2023","1676246400","189089099097"
"2/14/2023","1676332800","329607924512"
"2/15/2023","1676419200","197573731939"
"2/16/2023","1676505600","283414006239"
"2/17/2023","1676592000","177397545537"
"2/18/2023","1676678400","125561198597"
"2/19/2023","1676764800","125361839291"
"2/20/2023","1676851200","89378167562"
"2/21/2023","1676937600","216274526814"
"2/22/2023","1677024000","158849962974"
"2/23/2023","1677110400","120434017323"
"2/24/2023","1677196800","155831063705"
"2/25/2023","1677283200","126782151167"
"2/26/2023","1677369600","88328973470"
"2/27/2023","1677456000","99219030351"
"2/28/2023","1677542400","224420096101"
"3/1/2023","1677628800","141742521258"
"3/2/2023","1677715200","168374390371"
"3/3/2023","1677801600","652632385542"
"3/4/2023","1677888000","487446756787"
"3/5/2023","1677974400","151607034784"
"3/6/2023","1678060800","352641722338"
"3/7/2023","1678147200","171438344128"
"3/8/2023","1678233600","343487871929"
"3/9/2023","1678320000","979577954927"
"3/10/2023","1678406400","516964124282"
"3/11/2023","1678492800","3562386538515"
"3/12/2023","1678579200","691606982785"
"3/13/2023","1678665600","1002485154605"
"3/14/2023","1678752000","896952069874"
"3/15/2023","1678838400","686248776004"
"3/16/2023","1678924800","236486133856"
"3/17/2023","1679011200","338848624323"
"3/18/2023","1679097600","456734750559"
"3/19/2023","1679184000","219506764875"
"3/20/2023","1679270400","168044621496"
"3/21/2023","1679356800","147727406535"
"3/22/2023","1679443200","446665589929"
"3/23/2023","1679529600","148881066386"
"3/24/2023","1679616000","166292153928"
"3/25/2023","1679702400","195503360507"
"3/26/2023","1679788800","387105131581"
"3/27/2023","1679875200","168408899839"
"3/28/2023","1679961600","88356172477"
"3/29/2023","1680048000","145583332967"
"3/30/2023","1680134400","186080919525"
"3/31/2023","1680220800","257406569947"
"4/1/2023","1680307200","62932327413"
"4/2/2023","1680393600","156021522982"
"4/3/2023","1680480000","225621931811"
"4/4/2023","1680566400","136229187854"
"4/5/2023","1680652800","550500985442"
"4/6/2023","1680739200","368229455348"
"4/7/2023","1680825600","541519852438"
"4/8/2023","1680912000","5525420638356"
"4/9/2023","1680998400","149756664854"
"4/10/2023","1681084800","107406313376"
"4/11/2023","1681171200","140927935907"
"4/12/2023","1681257600","447020291008"
"4/13/2023","1681344000","635082198730"
"4/14/2023","1681430400","433407206486"
"4/15/2023","1681516800","334469744031"
"4/16/2023","1681603200","144059006062"
"4/17/2023","1681689600","196887964142"
"4/18/2023","1681776000","171719403010"
"4/19/2023","1681862400","627020803018"
"4/20/2023","1681948800","299474295446"
"4/21/2023","1682035200","348080327185"
"4/22/2023","1682121600","280212210783"
"4/23/2023","1682208000","331930324062"
"4/24/2023","1682294400","380203217458"
"4/25/2023","1682380800","349331502331"
"4/26/2023","1682467200","653764954169"
"4/27/2023","1682553600","427084235779"
"4/28/2023","1682640000","339520728558"
"4/29/2023","1682726400","266092857792"
"4/30/2023","1682812800","250709650411"
"5/1/2023","1682899200","256674878605"
"5/2/2023","1682985600","189595955796"
"5/3/2023","1683072000","339570806541"
"5/4/2023","1683158400","265602678025"
"5/5/2023","1683244800","816405893893"
"5/6/2023","1683331200","695601175639"
"5/7/2023","1683417600","188384647673"
"5/8/2023","1683504000","830878823749"
"5/9/2023","1683590400","166310336727"
"5/10/2023","1683676800","534092703692"
"5/11/2023","1683763200","311835635585"
"5/12/2023","1683849600","292526249611"
"5/13/2023","1683936000","154386765545"
"5/14/2023","1684022400","129027557023"
"5/15/2023","1684108800","168357220903"
"5/16/2023","1684195200","194611057086"
"5/17/2023","1684281600","271169209554"
"5/18/2023","1684368000","273033713477"
"5/19/2023","1684454400","182140367210"
"5/20/2023","1684540800","181011370516"
"5/21/2023","1684627200","371219686626"
"5/22/2023","1684713600","397544604347"
"5/23/2023","1684800000","732358761797"
"5/24/2023","1684886400","1248532711218"
"5/25/2023","1684972800","238664772100"
"5/26/2023","1685059200","136718444759"
"5/27/2023","1685145600","135073772971"
"5/28/2023","1685232000","435164469011"
"5/29/2023","1685318400","441458061725"
"5/30/2023","1685404800","543387117093"
"5/31/2023","1685491200","401200066833"
"6/1/2023","1685577600","355026432193"
"6/2/2023","1685664000","146516045648"
"6/3/2023","1685750400","108302527289"
"6/4/2023","1685836800","127348315768"
"6/5/2023","1685923200","655531721904"
"6/6/2023","1686009600","121273144919"
"6/7/2023","1686096000","146353607064"
"6/8/2023","1686182400","160442820665"
"6/9/2023","1686268800","106600396805"
"6/10/2023","1686355200","2628399010374"
"6/11/2023","1686441600","142583414350"
"6/12/2023","1686528000","134939251777"
"6/13/2023","1686614400","236925628953"
"6/14/2023","1686700800","618927438262"
"6/15/2023","1686787200","243502838208"
"6/16/2023","1686873600","255042004246"
"6/17/2023","1686960000","365168515713"
"6/18/2023","1687046400","253367651517"
"6/19/2023","1687132800","181500404827"
"6/20/2023","1687219200","142577468456"
"6/21/2023","1687305600","287379008691"
"6/22/2023","1687392000","197314682459"
"6/23/2023","1687478400","508583592196"
"6/24/2023","1687564800","278473204125"
"6/25/2023","1687651200","211020204176"
"6/26/2023","1687737600","302557267588"
"6/27/2023","1687824000","435439739164"
"6/28/2023","1687910400","334522501833"
"6/29/2023","1687996800","107015326701"
"6/30/2023","1688083200","547968643170"
"7/1/2023","1688169600","169085206489"
"7/2/2023","1688256000","192159993341"
"7/3/2023","1688342400","217477478710"
"7/4/2023","1688428800","292614417509"
"7/5/2023","1688515200","307373810828"
"7/6/2023","1688601600","3161216364577"
"7/7/2023","1688688000","10204684240027"
"7/8/2023","1688774400","1689146837614"
"7/9/2023","1688860800","1842153828568"
"7/10/2023","1688947200","1878790987586"
"7/11/2023","1689033600","2704006055574"
"7/12/2023","1689120000","1983542109463"
"7/13/2023","1689206400","619301655889"
"7/14/2023","1689292800","2359500427553"
"7/15/2023","1689379200","1523065562785"
"7/16/2023","1689465600","974758872419"
"7/17/2023","1689552000","372851295594"
"7/18/2023","1689638400","283606492063"
"7/19/2023","1689724800","232063090410"
"7/20/2023","1689811200","815374330168"
"7/21/2023","1689897600","457397731934"
"7/22/2023","1689984000","786779987427"
"7/23/2023","1690070400","1588883739590"
"7/24/2023","1690156800","1388481199973"
"7/25/2023","1690243200","1055019173736"
"7/26/2023","1690329600","281872749173"
"7/27/2023","1690416000","210650442056"
"7/28/2023","1690502400","184268988662"
"7/29/2023","1690588800","88231954219"
"7/30/2023","1690675200","160176148841"
"7/31/2023","1690761600","348627014638"
"8/1/2023","1690848000","192149110359"
"8/2/2023","1690934400","201613557756"
"8/3/2023","1691020800","166987010238"
"8/4/2023","1691107200","180202020632"
"8/5/2023","1691193600","144632365094"
"8/6/2023","1691280000","380261790463"
"8/7/2023","1691366400","1340725346435"
"8/8/2023","1691452800","221536146380"
"8/9/2023","1691539200","120986038279"
"8/10/2023","1691625600","75632661124"
"8/11/2023","1691712000","120361708642"
"8/12/2023","1691798400","90464892731"
"8/13/2023","1691884800","89190237769"
"8/14/2023","1691971200","130410065964"
"8/15/2023","1692057600","289654985929"
"8/16/2023","1692144000","243095538109"
"8/17/2023","1692230400","691165250554"
"8/18/2023","1692316800","274082947184"
"8/19/2023","1692403200","344958937414"
"8/20/2023","1692489600","174393390309"
"8/21/2023","1692576000","184901889101"
"8/22/2023","1692662400","214080957741"
"8/23/2023","1692748800","218543110763"
"8/24/2023","1692835200","189929910552"
"8/25/2023","1692921600","163903018705"
"8/26/2023","1693008000","167233661457"
"8/27/2023","1693094400","238907678986"
"8/28/2023","1693180800","382176904218"
"8/29/2023","1693267200","214137190209"
"8/30/2023","1693353600","238582821991"
"8/31/2023","1693440000","168616938577"
"9/1/2023","1693526400","122163013942"
"9/2/2023","1693612800","102867109753"
"9/3/2023","1693699200","97642016031"
"9/4/2023","1693785600","120777520617"
"9/5/2023","1693872000","141898626217"
"9/6/2023","1693958400","153686524959"
"9/7/2023","1694044800","187409355064"
"9/8/2023","1694131200","111121564432"
"9/9/2023","1694217600","82666206406"
"9/10/2023","1694304000","121930231979"
"9/11/2023","1694390400","176492108664"
"9/12/2023","1694476800","130487897274"
"9/13/2023","1694563200","254838713446"
"9/14/2023","1694649600","255777361432"
"9/15/2023","1694736000","111496523086"
"9/16/2023","1694822400","114012240378"
"9/17/2023","1694908800","134164167626"
"9/18/2023","1694995200","173811216764"
"9/19/2023","1695081600","223294388452"
"9/20/2023","1695168000","156751371551"
"9/21/2023","1695254400","151382682254"
"9/22/2023","1695340800","105716889334"
"9/23/2023","1695427200","59929469057"
"9/24/2023","1695513600","57607524669"
"9/25/2023","1695600000","61454408397"
"9/26/2023","1695686400","257989735254"
"9/27/2023","1695772800","77468509747"
"9/28/2023","1695859200","71376551413"
"9/29/2023","1695945600","64870644581"
"9/30/2023","1696032000","73703872511"
"10/1/2023","1696118400","65459002511"
"10/2/2023","1696204800","113207691570"
"10/3/2023","1696291200","108556523967"
"10/4/2023","1696377600","170917220453"
"10/5/2023","1696464000","70001953199"
"10/6/2023","1696550400","169917585236"
"10/7/2023","1696636800","72375457907"
"10/8/2023","1696723200","71491589060"
"10/9/2023","1696809600","141371422006"
"10/10/2023","1696896000","138882088700"
"10/11/2023","1696982400","148002960853"
"10/12/2023","1697068800","166862782185"
"10/13/2023","1697155200","81117177376"
"10/14/2023","1697241600","120265794328"
"10/15/2023","1697328000","114628383236"
"10/16/2023","1697414400","89304373761"
"10/17/2023","1697500800","231283361436"
"10/18/2023","1697587200","100893866767"
"10/19/2023","1697673600","127945933171"
"10/20/2023","1697760000","192708929112"
"10/21/2023","1697846400","130017276287"
"10/22/2023","1697932800","158571040105"
"10/23/2023","1698019200","154388672117"
"10/24/2023","1698105600","142454035267"
"10/25/2023","1698192000","230659586897"
"10/26/2023","1698278400","147458745995"
"10/27/2023","1698364800","85512411324"
"10/28/2023","1698451200","86165268924"
"10/29/2023","1698537600","80978807346"
"10/30/2023","1698624000","115991730598"
"10/31/2023","1698710400","92716284535"
"11/1/2023","1698796800","1553837592505"
"11/2/2023","1698883200","151968535889"
"11/3/2023","1698969600","228094596743"
"11/4/2023","1699056000","72861566438"
"11/5/2023","1699142400","119697129490"
"11/6/2023","1699228800","91482519610"
"11/7/2023","1699315200","94974505216"
"11/8/2023","1699401600","99279579100"
"11/9/2023","1699488000","161853069766"
"11/10/2023","1699574400","64666865275"
"11/11/2023","1699660800","79668573552"
"11/12/2023","1699747200","98488184952"
"11/13/2023","1699833600","56652708542"
"11/14/2023","1699920000","89303640062"
"11/15/2023","1700006400","61747644145"
"11/16/2023","1700092800","64578853386"
"11/17/2023","1700179200","54787001930"
"11/18/2023","1700265600","56516175708"
"11/19/2023","1700352000","134243539766"
"11/20/2023","1700438400","314578046912"
"11/21/2023","1700524800","132337503643"
"11/22/2023","1700611200","1826792343346"
"11/23/2023","1700697600","5489511251254"
"11/24/2023","1700784000","2517484357153"
"11/25/2023","1700870400","1534471508622"
"11/26/2023","1700956800","1569603629693"
"11/27/2023","1701043200","260996302493"
"11/28/2023","1701129600","197312895992"
"11/29/2023","1701216000","134691680673"
"11/30/2023","1701302400","103922861045"
"12/1/2023","1701388800","80621885783"
"12/2/2023","1701475200","58221523240"
"12/3/2023","1701561600","52038451409"
"12/4/2023","1701648000","320915684137"
"12/5/2023","1701734400","77372945981"
"12/6/2023","1701820800","1233115737490"
"12/7/2023","1701907200","830654647160"
"12/8/2023","1701993600","269110053687"
"12/9/2023","1702080000","174356356621"
"12/10/2023","1702166400","116377007211"
"12/11/2023","1702252800","174043910288"
"12/12/2023","1702339200","106308383475"
"12/13/2023","1702425600","92137271236"
"12/14/2023","1702512000","117903066940"
"12/15/2023","1702598400","94051775919"
"12/16/2023","1702684800","91684813344"
"12/17/2023","1702771200","61266624507"
"12/18/2023","1702857600","52451382560"
"12/19/2023","1702944000","50463908239"
"12/20/2023","1703030400","52381748549"
"12/21/2023","1703116800","72493552077"
"12/22/2023","1703203200","144429987631"
"12/23/2023","1703289600","101657668935"
"12/24/2023","1703376000","72234621953"
"12/25/2023","1703462400","82331963495"
"12/26/2023","1703548800","160240771878"
"12/27/2023","1703635200","124956169932"
"12/28/2023","1703721600","153812170288"
"12/29/2023","1703808000","148848600459"
"12/30/2023","1703894400","181801134302"
"12/31/2023","1703980800","273461149150"
"1/1/2024","1704067200","87212534156"
"1/2/2024","1704153600","75702208939"
"1/3/2024","1704240000","314162439129"
"1/4/2024","1704326400","82854224467"
"1/5/2024","1704412800","104948358177"
"1/6/2024","1704499200","67086903206"
"1/7/2024","1704585600","83592091902"
"1/8/2024","1704672000","133892954709"
"1/9/2024","1704758400","128682844025"
"1/10/2024","1704844800","103175264268"
"1/11/2024","1704931200","132919713537"
"1/12/2024","1705017600","133004539227"
"1/13/2024","1705104000","81414955268"
"1/14/2024","1705190400","53752834627"
"1/15/2024","1705276800","43807803075"
"1/16/2024","1705363200","64234058459"
"1/17/2024","1705449600","83472102954"
"1/18/2024","1705536000","82402950982"
"1/19/2024","1705622400","56712278581"
"1/20/2024","1705708800","47534064680"
"1/21/2024","1705795200","109236644435"
"1/22/2024","1705881600","143049627945"
"1/23/2024","1705968000","127760315874"
"1/24/2024","1706054400","103178739446"
"1/25/2024","1706140800","108911570144"
"1/26/2024","1706227200","106343572959"
"1/27/2024","1706313600","74161912144"
"1/28/2024","1706400000","67071184166"
"1/29/2024","1706486400","97579435791"
"1/30/2024","1706572800","129137769579"
"1/31/2024","1706659200","64525227839"
"2/1/2024","1706745600","42742797463"
"2/2/2024","1706832000","58999792657"
"2/3/2024","1706918400","35584285736"
"2/4/2024","1707004800","25863339046"
"2/5/2024","1707091200","39594411574"
"2/6/2024","1707177600","36977804763"
"2/7/2024","1707264000","93426393573"
"2/8/2024","1707350400","69103410496"
"2/9/2024","1707436800","34327110953"
"2/10/2024","1707523200","27759391316"
"2/11/2024","1707609600","39785835513"
"2/12/2024","1707696000","41679135968"
"2/13/2024","1707782400","45923012584"
"2/14/2024","1707868800","77035053639"
"2/15/2024","1707955200","78874586169"
"2/16/2024","1708041600","86342533057"
"2/17/2024","1708128000","39914951243"
"2/18/2024","1708214400","102367388875"
"2/19/2024","1708300800","80011717026"
"2/20/2024","1708387200","75277750388"
"2/21/2024","1708473600","59024991894"
"2/22/2024","1708560000","83489164040"
"2/23/2024","1708646400","49852383178"
"2/24/2024","1708732800","111873711668"
"2/25/2024","1708819200","112974069824"
"2/26/2024","1708905600","162754468223"
"2/27/2024","1708992000","119270702805"
"2/28/2024","1709078400","442879434157"
"2/29/2024","1709164800","119607047344"
"3/1/2024","1709251200","130701807968"
"3/2/2024","1709337600","461749331886"
"3/3/2024","1709424000","429344603699"
"3/4/2024","1709510400","277085449098"
"3/5/2024","1709596800","302683954126"
"3/6/2024","1709683200","137404236282"
"3/7/2024","1709769600","122409578156"
"3/8/2024","1709856000","140898695019"
"3/9/2024","1709942400","71807963103"
"3/10/2024","1710028800","52658288703"
