"Date(UTC)","UnixTimeStamp","Value"
"5/24/2022","1653350400","0.42"
"5/25/2022","1653436800","0.40"
"5/26/2022","1653523200","0.38"
"5/27/2022","1653609600","0.34"
"5/28/2022","1653696000","0.37"
"5/29/2022","1653782400","0.37"
"5/30/2022","1653868800","0.42"
"5/31/2022","1653955200","0.40"
"6/1/2022","1654041600","0.37"
"6/2/2022","1654128000","0.38"
"6/3/2022","1654214400","0.36"
"6/4/2022","1654300800","0.35"
"6/5/2022","1654387200","0.35"
"6/6/2022","1654473600","0.36"
"6/7/2022","1654560000","0.35"
"6/8/2022","1654646400","0.34"
"6/9/2022","1654732800","0.34"
"6/10/2022","1654819200","0.31"
"6/11/2022","1654905600","0.28"
"6/12/2022","1654992000","0.22"
"6/13/2022","1655078400","0.24"
"6/14/2022","1655164800","0.23"
"6/15/2022","1655251200","0.26"
"6/16/2022","1655337600","0.22"
"6/17/2022","1655424000","0.24"
"6/18/2022","1655510400","0.22"
"6/19/2022","1655596800","0.24"
"6/20/2022","1655683200","0.25"
"6/21/2022","1655769600","0.27"
"6/22/2022","1655856000","0.25"
"6/23/2022","1655942400","0.27"
"6/24/2022","1656028800","0.30"
"6/25/2022","1656115200","0.31"
"6/26/2022","1656201600","0.28"
"6/27/2022","1656288000","0.28"
"6/28/2022","1656374400","0.27"
"6/29/2022","1656460800","0.26"
"6/30/2022","1656547200","0.25"
"7/1/2022","1656633600","0.25"
"7/2/2022","1656720000","0.25"
"7/3/2022","1656806400","0.26"
"7/4/2022","1656892800","0.26"
"7/5/2022","1656979200","0.26"
"7/6/2022","1657065600","0.26"
"7/7/2022","1657152000","0.28"
"7/8/2022","1657238400","0.27"
"7/9/2022","1657324800","0.28"
"7/10/2022","1657411200","0.27"
"7/11/2022","1657497600","0.24"
"7/12/2022","1657584000","0.23"
"7/13/2022","1657670400","0.25"
"7/14/2022","1657756800","0.25"
"7/15/2022","1657843200","0.26"
"7/16/2022","1657929600","0.26"
"7/17/2022","1658016000","0.26"
"7/18/2022","1658102400","0.30"
"7/19/2022","1658188800","0.34"
"7/20/2022","1658275200","0.31"
"7/21/2022","1658361600","0.33"
"7/22/2022","1658448000","0.32"
"7/23/2022","1658534400","0.34"
"7/24/2022","1658620800","0.36"
"7/25/2022","1658707200","0.30"
"7/26/2022","1658793600","0.30"
"7/27/2022","1658880000","0.33"
"7/28/2022","1658966400","0.34"
"7/29/2022","1659052800","0.33"
"7/30/2022","1659139200","0.33"
"7/31/2022","1659225600","0.33"
"8/1/2022","1659312000","0.34"
"8/2/2022","1659398400","0.33"
"8/3/2022","1659484800","0.34"
"8/4/2022","1659571200","0.37"
"8/5/2022","1659657600","0.38"
"8/6/2022","1659744000","0.37"
"8/7/2022","1659830400","0.37"
"8/8/2022","1659916800","0.38"
"8/9/2022","1660003200","0.37"
"8/10/2022","1660089600","0.41"
"8/11/2022","1660176000","0.39"
"8/12/2022","1660262400","0.40"
"8/13/2022","1660348800","0.40"
"8/14/2022","1660435200","0.39"
"8/15/2022","1660521600","0.37"
"8/16/2022","1660608000","0.37"
"8/17/2022","1660694400","0.35"
"8/18/2022","1660780800","0.33"
"8/19/2022","1660867200","0.30"
"8/20/2022","1660953600","0.30"
"8/21/2022","1661040000","0.31"
"8/22/2022","1661126400","0.30"
"8/23/2022","1661212800","0.31"
"8/24/2022","1661299200","0.30"
"8/25/2022","1661385600","0.31"
"8/26/2022","1661472000","0.27"
"8/27/2022","1661558400","0.27"
"8/28/2022","1661644800","0.26"
"8/29/2022","1661731200","0.28"
"8/30/2022","1661817600","0.27"
"8/31/2022","1661904000","0.27"
"9/1/2022","1661990400","0.27"
"9/2/2022","1662076800","0.27"
"9/3/2022","1662163200","0.27"
"9/4/2022","1662249600","0.27"
"9/5/2022","1662336000","0.26"
"9/6/2022","1662422400","0.24"
"9/7/2022","1662508800","0.25"
"9/8/2022","1662595200","0.25"
"9/9/2022","1662681600","0.27"
"9/10/2022","1662768000","0.27"
"9/11/2022","1662854400","0.27"
"9/12/2022","1662940800","0.27"
"9/13/2022","1663027200","0.25"
"9/14/2022","1663113600","0.25"
"9/15/2022","1663200000","0.24"
"9/16/2022","1663286400","0.25"
"9/17/2022","1663372800","0.25"
"9/18/2022","1663459200","0.22"
"9/19/2022","1663545600","0.23"
"9/20/2022","1663632000","0.23"
"9/21/2022","1663718400","0.22"
"9/22/2022","1663804800","0.23"
"9/23/2022","1663891200","0.23"
"9/24/2022","1663977600","0.23"
"9/25/2022","1664064000","0.22"
"9/26/2022","1664150400","0.23"
"9/27/2022","1664236800","0.23"
"9/28/2022","1664323200","0.23"
"9/29/2022","1664409600","0.23"
"9/30/2022","1664496000","0.23"
"10/1/2022","1664582400","0.22"
"10/2/2022","1664668800","0.22"
"10/3/2022","1664755200","0.22"
"10/4/2022","1664841600","0.23"
"10/5/2022","1664928000","0.23"
"10/6/2022","1665014400","0.22"
"10/7/2022","1665100800","0.22"
"10/8/2022","1665187200","0.22"
"10/9/2022","1665273600","0.22"
"10/10/2022","1665360000","0.21"
"10/11/2022","1665446400","0.21"
"10/12/2022","1665532800","0.21"
"10/13/2022","1665619200","0.21"
"10/14/2022","1665705600","0.20"
"10/15/2022","1665792000","0.20"
"10/16/2022","1665878400","0.21"
"10/17/2022","1665964800","0.21"
"10/18/2022","1666051200","0.21"
"10/19/2022","1666137600","0.20"
"10/20/2022","1666224000","0.20"
"10/21/2022","1666310400","0.21"
"10/22/2022","1666396800","0.20"
"10/23/2022","1666483200","0.21"
"10/24/2022","1666569600","0.20"
"10/25/2022","1666656000","0.21"
"10/26/2022","1666742400","0.22"
"10/27/2022","1666828800","0.22"
"10/28/2022","1666915200","0.23"
"10/29/2022","1667001600","0.23"
"10/30/2022","1667088000","0.24"
"10/31/2022","1667174400","0.24"
"11/1/2022","1667260800","0.23"
"11/2/2022","1667347200","0.22"
"11/3/2022","1667433600","0.26"
"11/4/2022","1667520000","0.28"
"11/5/2022","1667606400","0.29"
"11/6/2022","1667692800","0.27"
"11/7/2022","1667779200","0.26"
"11/8/2022","1667865600","0.22"
"11/9/2022","1667952000","0.17"
"11/10/2022","1668038400","0.21"
"11/11/2022","1668124800","0.20"
"11/12/2022","1668211200","0.19"
"11/13/2022","1668297600","0.18"
"11/14/2022","1668384000","0.18"
"11/15/2022","1668470400","0.19"
"11/16/2022","1668556800","0.18"
"11/17/2022","1668643200","0.18"
"11/18/2022","1668729600","0.18"
"11/19/2022","1668816000","0.18"
"11/20/2022","1668902400","0.17"
"11/21/2022","1668988800","0.17"
"11/22/2022","1669075200","0.18"
"11/23/2022","1669161600","0.18"
"11/24/2022","1669248000","0.18"
"11/25/2022","1669334400","0.19"
"11/26/2022","1669420800","0.19"
"11/27/2022","1669507200","0.18"
"11/28/2022","1669593600","0.20"
"11/29/2022","1669680000","0.22"
"11/30/2022","1669766400","0.25"
"12/1/2022","1669852800","0.25"
"12/2/2022","1669939200","0.25"
"12/3/2022","1670025600","0.24"
"12/4/2022","1670112000","0.24"
"12/5/2022","1670198400","0.25"
"12/6/2022","1670284800","0.25"
"12/7/2022","1670371200","0.23"
"12/8/2022","1670457600","0.24"
"12/9/2022","1670544000","0.24"
"12/10/2022","1670630400","0.24"
"12/11/2022","1670716800","0.23"
"12/12/2022","1670803200","0.23"
"12/13/2022","1670889600","0.25"
"12/14/2022","1670976000","0.24"
"12/15/2022","1671062400","0.23"
"12/16/2022","1671148800","0.20"
"12/17/2022","1671235200","0.21"
"12/18/2022","1671321600","0.21"
"12/19/2022","1671408000","0.20"
"12/20/2022","1671494400","0.20"
"12/21/2022","1671580800","0.20"
"12/22/2022","1671667200","0.21"
"12/23/2022","1671753600","0.20"
"12/24/2022","1671840000","0.20"
"12/25/2022","1671926400","0.20"
"12/26/2022","1672012800","0.21"
"12/27/2022","1672099200","0.20"
"12/28/2022","1672185600","0.20"
"12/29/2022","1672272000","0.20"
"12/30/2022","1672358400","0.20"
"12/31/2022","1672444800","0.20"
"1/1/2023","1672531200","0.20"
"1/2/2023","1672617600","0.21"
"1/3/2023","1672704000","0.21"
"1/4/2023","1672790400","0.22"
"1/5/2023","1672876800","0.22"
"1/6/2023","1672963200","0.22"
"1/7/2023","1673049600","0.23"
"1/8/2023","1673136000","0.24"
"1/9/2023","1673222400","0.24"
"1/10/2023","1673308800","0.24"
"1/11/2023","1673395200","0.26"
"1/12/2023","1673481600","0.27"
"1/13/2023","1673568000","0.29"
"1/14/2023","1673654400","0.35"
"1/15/2023","1673740800","0.33"
"1/16/2023","1673827200","0.32"
"1/17/2023","1673913600","0.32"
"1/18/2023","1674000000","0.30"
"1/19/2023","1674086400","0.30"
"1/20/2023","1674172800","0.35"
"1/21/2023","1674259200","0.34"
"1/22/2023","1674345600","0.38"
"1/23/2023","1674432000","0.40"
"1/24/2023","1674518400","0.38"
"1/25/2023","1674604800","0.41"
"1/26/2023","1674691200","0.48"
"1/27/2023","1674777600","0.47"
"1/28/2023","1674864000","0.45"
"1/29/2023","1674950400","0.49"
"1/30/2023","1675036800","0.48"
"1/31/2023","1675123200","0.54"
"2/1/2023","1675209600","0.58"
"2/2/2023","1675296000","0.61"
"2/3/2023","1675382400","0.63"
"2/4/2023","1675468800","0.62"
"2/5/2023","1675555200","0.57"
"2/6/2023","1675641600","0.53"
"2/7/2023","1675728000","0.59"
"2/8/2023","1675814400","0.53"
"2/9/2023","1675900800","0.45"
"2/10/2023","1675987200","0.44"
"2/11/2023","1676073600","0.48"
"2/12/2023","1676160000","0.44"
"2/13/2023","1676246400","0.46"
"2/14/2023","1676332800","0.52"
"2/15/2023","1676419200","0.57"
"2/16/2023","1676505600","0.53"
"2/17/2023","1676592000","0.56"
"2/18/2023","1676678400","0.54"
"2/19/2023","1676764800","0.52"
"2/20/2023","1676851200","0.51"
"2/21/2023","1676937600","0.52"
"2/22/2023","1677024000","0.51"
"2/23/2023","1677110400","0.49"
"2/24/2023","1677196800","0.46"
"2/25/2023","1677283200","0.46"
"2/26/2023","1677369600","0.47"
"2/27/2023","1677456000","0.46"
"2/28/2023","1677542400","0.43"
"3/1/2023","1677628800","0.47"
"3/2/2023","1677715200","0.45"
"3/3/2023","1677801600","0.43"
"3/4/2023","1677888000","0.40"
"3/5/2023","1677974400","0.40"
"3/6/2023","1678060800","0.42"
"3/7/2023","1678147200","0.40"
"3/8/2023","1678233600","0.36"
"3/9/2023","1678320000","0.34"
"3/10/2023","1678406400","0.34"
"3/11/2023","1678492800","0.34"
"3/12/2023","1678579200","0.40"
"3/13/2023","1678665600","0.42"
"3/14/2023","1678752000","0.45"
"3/15/2023","1678838400","0.39"
"3/16/2023","1678924800","0.41"
"3/17/2023","1679011200","0.51"
"3/18/2023","1679097600","0.48"
"3/19/2023","1679184000","0.49"
"3/20/2023","1679270400","0.46"
"3/21/2023","1679356800","0.49"
"3/22/2023","1679443200","0.47"
"3/23/2023","1679529600","0.50"
"3/24/2023","1679616000","0.46"
"3/25/2023","1679702400","0.44"
"3/26/2023","1679788800","0.45"
"3/27/2023","1679875200","0.41"
"3/28/2023","1679961600","0.42"
"3/29/2023","1680048000","0.46"
"3/30/2023","1680134400","0.45"
"3/31/2023","1680220800","0.48"
"4/1/2023","1680307200","0.47"
"4/2/2023","1680393600","0.45"
"4/3/2023","1680480000","0.46"
"4/4/2023","1680566400","0.45"
"4/5/2023","1680652800","0.47"
"4/6/2023","1680739200","0.46"
"4/7/2023","1680825600","0.46"
"4/8/2023","1680912000","0.45"
"4/9/2023","1680998400","0.46"
"4/10/2023","1681084800","0.48"
"4/11/2023","1681171200","0.49"
"4/12/2023","1681257600","0.50"
"4/13/2023","1681344000","0.51"
"4/14/2023","1681430400","0.51"
"4/15/2023","1681516800","0.51"
"4/16/2023","1681603200","0.53"
"4/17/2023","1681689600","0.52"
"4/18/2023","1681776000","0.53"
"4/19/2023","1681862400","0.47"
"4/20/2023","1681948800","0.47"
"4/21/2023","1682035200","0.42"
"4/22/2023","1682121600","0.44"
"4/23/2023","1682208000","0.43"
"4/24/2023","1682294400","0.42"
"4/25/2023","1682380800","0.43"
"4/26/2023","1682467200","0.42"
"4/27/2023","1682553600","0.43"
"4/28/2023","1682640000","0.42"
"4/29/2023","1682726400","0.43"
"4/30/2023","1682812800","0.42"
"5/1/2023","1682899200","0.41"
"5/2/2023","1682985600","0.42"
"5/3/2023","1683072000","0.44"
"5/4/2023","1683158400","0.43"
"5/5/2023","1683244800","0.43"
"5/6/2023","1683331200","0.41"
"5/7/2023","1683417600","0.41"
"5/8/2023","1683504000","0.37"
"5/9/2023","1683590400","0.37"
"5/10/2023","1683676800","0.38"
"5/11/2023","1683763200","0.37"
"5/12/2023","1683849600","0.37"
"5/13/2023","1683936000","0.36"
"5/14/2023","1684022400","0.37"
"5/15/2023","1684108800","0.38"
"5/16/2023","1684195200","0.38"
"5/17/2023","1684281600","0.39"
"5/18/2023","1684368000","0.37"
"5/19/2023","1684454400","0.37"
"5/20/2023","1684540800","0.38"
"5/21/2023","1684627200","0.36"
"5/22/2023","1684713600","0.36"
"5/23/2023","1684800000","0.36"
"5/24/2023","1684886400","0.33"
"5/25/2023","1684972800","0.33"
"5/26/2023","1685059200","0.33"
"5/27/2023","1685145600","0.33"
"5/28/2023","1685232000","0.35"
"5/29/2023","1685318400","0.33"
"5/30/2023","1685404800","0.33"
"5/31/2023","1685491200","0.31"
"6/1/2023","1685577600","0.31"
"6/2/2023","1685664000","0.32"
"6/3/2023","1685750400","0.32"
"6/4/2023","1685836800","0.33"
"6/5/2023","1685923200","0.29"
"6/6/2023","1686009600","0.31"
"6/7/2023","1686096000","0.29"
"6/8/2023","1686182400","0.30"
"6/9/2023","1686268800","0.29"
"6/10/2023","1686355200","0.24"
"6/11/2023","1686441600","0.24"
"6/12/2023","1686528000","0.25"
"6/13/2023","1686614400","0.26"
"6/14/2023","1686700800","0.25"
"6/15/2023","1686787200","0.26"
"6/16/2023","1686873600","0.27"
"6/17/2023","1686960000","0.27"
"6/18/2023","1687046400","0.26"
"6/19/2023","1687132800","0.26"
"6/20/2023","1687219200","0.28"
"6/21/2023","1687305600","0.30"
"6/22/2023","1687392000","0.29"
"6/23/2023","1687478400","0.31"
"6/24/2023","1687564800","0.31"
"6/25/2023","1687651200","0.31"
"6/26/2023","1687737600","0.31"
"6/27/2023","1687824000","0.31"
"6/28/2023","1687910400","0.30"
"6/29/2023","1687996800","0.30"
"6/30/2023","1688083200","0.30"
"7/1/2023","1688169600","0.31"
"7/2/2023","1688256000","0.31"
"7/3/2023","1688342400","0.32"
"7/4/2023","1688428800","0.32"
"7/5/2023","1688515200","0.30"
"7/6/2023","1688601600","0.27"
"7/7/2023","1688688000","0.27"
"7/8/2023","1688774400","0.28"
"7/9/2023","1688860800","0.27"
"7/10/2023","1688947200","0.27"
"7/11/2023","1689033600","0.27"
"7/12/2023","1689120000","0.27"
"7/13/2023","1689206400","0.31"
"7/14/2023","1689292800","0.28"
"7/15/2023","1689379200","0.28"
"7/16/2023","1689465600","0.26"
"7/17/2023","1689552000","0.26"
"7/18/2023","1689638400","0.26"
"7/19/2023","1689724800","0.25"
"7/20/2023","1689811200","0.26"
"7/21/2023","1689897600","0.26"
"7/22/2023","1689984000","0.25"
"7/23/2023","1690070400","0.26"
"7/24/2023","1690156800","0.24"
"7/25/2023","1690243200","0.24"
"7/26/2023","1690329600","0.25"
"7/27/2023","1690416000","0.25"
"7/28/2023","1690502400","0.25"
"7/29/2023","1690588800","0.25"
"7/30/2023","1690675200","0.24"
"7/31/2023","1690761600","0.24"
"8/1/2023","1690848000","0.25"
"8/2/2023","1690934400","0.24"
"8/3/2023","1691020800","0.23"
"8/4/2023","1691107200","0.23"
"8/5/2023","1691193600","0.24"
"8/6/2023","1691280000","0.24"
"8/7/2023","1691366400","0.23"
"8/8/2023","1691452800","0.24"
"8/9/2023","1691539200","0.24"
"8/10/2023","1691625600","0.24"
"8/11/2023","1691712000","0.24"
"8/12/2023","1691798400","0.24"
"8/13/2023","1691884800","0.24"
"8/14/2023","1691971200","0.24"
"8/15/2023","1692057600","0.23"
"8/16/2023","1692144000","0.22"
"8/17/2023","1692230400","0.19"
"8/18/2023","1692316800","0.20"
"8/19/2023","1692403200","0.21"
"8/20/2023","1692489600","0.21"
"8/21/2023","1692576000","0.20"
"8/22/2023","1692662400","0.20"
"8/23/2023","1692748800","0.21"
"8/24/2023","1692835200","0.21"
"8/25/2023","1692921600","0.21"
"8/26/2023","1693008000","0.20"
"8/27/2023","1693094400","0.20"
"8/28/2023","1693180800","0.20"
"8/29/2023","1693267200","0.22"
"8/30/2023","1693353600","0.21"
"8/31/2023","1693440000","0.20"
"9/1/2023","1693526400","0.20"
"9/2/2023","1693612800","0.20"
"9/3/2023","1693699200","0.20"
"9/4/2023","1693785600","0.20"
"9/5/2023","1693872000","0.20"
"9/6/2023","1693958400","0.20"
"9/7/2023","1694044800","0.20"
"9/8/2023","1694131200","0.20"
"9/9/2023","1694217600","0.20"
"9/10/2023","1694304000","0.19"
"9/11/2023","1694390400","0.19"
"9/12/2023","1694476800","0.19"
"9/13/2023","1694563200","0.19"
"9/14/2023","1694649600","0.19"
"9/15/2023","1694736000","0.20"
"9/16/2023","1694822400","0.20"
"9/17/2023","1694908800","0.19"
"9/18/2023","1694995200","0.19"
"9/19/2023","1695081600","0.19"
"9/20/2023","1695168000","0.19"
"9/21/2023","1695254400","0.19"
"9/22/2023","1695340800","0.19"
"9/23/2023","1695427200","0.19"
"9/24/2023","1695513600","0.19"
"9/25/2023","1695600000","0.19"
"9/26/2023","1695686400","0.19"
"9/27/2023","1695772800","0.19"
"9/28/2023","1695859200","0.19"
"9/29/2023","1695945600","0.19"
"9/30/2023","1696032000","0.20"
"10/1/2023","1696118400","0.21"
"10/2/2023","1696204800","0.20"
"10/3/2023","1696291200","0.20"
"10/4/2023","1696377600","0.20"
"10/5/2023","1696464000","0.19"
"10/6/2023","1696550400","0.19"
"10/7/2023","1696636800","0.19"
"10/8/2023","1696723200","0.19"
"10/9/2023","1696809600","0.18"
"10/10/2023","1696896000","0.18"
"10/11/2023","1696982400","0.18"
"10/12/2023","1697068800","0.18"
"10/13/2023","1697155200","0.18"
"10/14/2023","1697241600","0.18"
"10/15/2023","1697328000","0.18"
"10/16/2023","1697414400","0.19"
"10/17/2023","1697500800","0.18"
"10/18/2023","1697587200","0.18"
"10/19/2023","1697673600","0.18"
"10/20/2023","1697760000","0.18"
"10/21/2023","1697846400","0.20"
"10/22/2023","1697932800","0.21"
"10/23/2023","1698019200","0.23"
"10/24/2023","1698105600","0.22"
"10/25/2023","1698192000","0.23"
"10/26/2023","1698278400","0.22"
"10/27/2023","1698364800","0.23"
"10/28/2023","1698451200","0.24"
"10/29/2023","1698537600","0.25"
"10/30/2023","1698624000","0.24"
"10/31/2023","1698710400","0.24"
"11/1/2023","1698796800","0.26"
"11/2/2023","1698883200","0.24"
"11/3/2023","1698969600","0.25"
"11/4/2023","1699056000","0.25"
"11/5/2023","1699142400","0.26"
"11/6/2023","1699228800","0.27"
"11/7/2023","1699315200","0.27"
"11/8/2023","1699401600","0.27"
"11/9/2023","1699488000","0.26"
"11/10/2023","1699574400","0.29"
"11/11/2023","1699660800","0.31"
"11/12/2023","1699747200","0.33"
"11/13/2023","1699833600","0.31"
"11/14/2023","1699920000","0.31"
"11/15/2023","1700006400","0.33"
"11/16/2023","1700092800","0.35"
"11/17/2023","1700179200","0.34"
"11/18/2023","1700265600","0.33"
"11/19/2023","1700352000","0.34"
"11/20/2023","1700438400","0.31"
"11/21/2023","1700524800","0.28"
"11/22/2023","1700611200","0.30"
"11/23/2023","1700697600","0.30"
"11/24/2023","1700784000","0.30"
"11/25/2023","1700870400","0.32"
"11/26/2023","1700956800","0.31"
"11/27/2023","1701043200","0.30"
"11/28/2023","1701129600","0.32"
"11/29/2023","1701216000","0.30"
"11/30/2023","1701302400","0.30"
"12/1/2023","1701388800","0.32"
"12/2/2023","1701475200","0.32"
"12/3/2023","1701561600","0.32"
"12/4/2023","1701648000","0.33"
"12/5/2023","1701734400","0.33"
"12/6/2023","1701820800","0.34"
"12/7/2023","1701907200","0.34"
"12/8/2023","1701993600","0.37"
"12/9/2023","1702080000","0.40"
"12/10/2023","1702166400","0.40"
"12/11/2023","1702252800","0.36"
"12/12/2023","1702339200","0.39"
"12/13/2023","1702425600","0.39"
"12/14/2023","1702512000","0.44"
"12/15/2023","1702598400","0.42"
"12/16/2023","1702684800","0.42"
"12/17/2023","1702771200","0.39"
"12/18/2023","1702857600","0.41"
"12/19/2023","1702944000","0.40"
"12/20/2023","1703030400","0.45"
"12/21/2023","1703116800","0.49"
"12/22/2023","1703203200","0.49"
"12/23/2023","1703289600","0.52"
"12/24/2023","1703376000","0.53"
"12/25/2023","1703462400","0.56"
"12/26/2023","1703548800","0.54"
"12/27/2023","1703635200","0.51"
"12/28/2023","1703721600","0.48"
"12/29/2023","1703808000","0.48"
"12/30/2023","1703894400","0.47"
"12/31/2023","1703980800","0.47"
"1/1/2024","1704067200","0.50"
"1/2/2024","1704153600","0.49"
"1/3/2024","1704240000","0.43"
"1/4/2024","1704326400","0.45"
"1/5/2024","1704412800","0.42"
"1/6/2024","1704499200","0.40"
"1/7/2024","1704585600","0.38"
"1/8/2024","1704672000","0.40"
"1/9/2024","1704758400","0.38"
"1/10/2024","1704844800","0.43"
"1/11/2024","1704931200","0.42"
"1/12/2024","1705017600","0.39"
"1/13/2024","1705104000","0.40"
"1/14/2024","1705190400","0.38"
"1/15/2024","1705276800","0.39"
"1/16/2024","1705363200","0.42"
"1/17/2024","1705449600","0.40"
"1/18/2024","1705536000","0.37"
"1/19/2024","1705622400","0.36"
"1/20/2024","1705708800","0.37"
"1/21/2024","1705795200","0.36"
"1/22/2024","1705881600","0.34"
"1/23/2024","1705968000","0.33"
"1/24/2024","1706054400","0.34"
"1/25/2024","1706140800","0.34"
"1/26/2024","1706227200","0.36"
"1/27/2024","1706313600","0.37"
"1/28/2024","1706400000","0.38"
"1/29/2024","1706486400","0.38"
"1/30/2024","1706572800","0.37"
"1/31/2024","1706659200","0.35"
"2/1/2024","1706745600","0.35"
"2/2/2024","1706832000","0.36"
"2/3/2024","1706918400","0.36"
"2/4/2024","1707004800","0.35"
"2/5/2024","1707091200","0.36"
"2/6/2024","1707177600","0.36"
"2/7/2024","1707264000","0.37"
"2/8/2024","1707350400","0.38"
"2/9/2024","1707436800","0.40"
"2/10/2024","1707523200","0.40"
"2/11/2024","1707609600","0.39"
"2/12/2024","1707696000","0.40"
"2/13/2024","1707782400","0.39"
"2/14/2024","1707868800","0.41"
"2/15/2024","1707955200","0.42"
"2/16/2024","1708041600","0.41"
"2/17/2024","1708041600","0.40"